num,score,Color,Light,Composition,color_feature,light_feature,composition_feature
farm1_285_20100530039_2b24248337_b.jpg,0.15,0.25,0.225,0.25448718,"[1.0, 0.2087378640776699, 0.21932474772135416, 0.3078947368421053, 0.08362325032552083, 0.25, 0.1]","[0.3925955798986261, 0.21087668317030167, 0.4260860418182572, 0.23039320078385192]","[0.686621273161182, 0.743277712363688, 0.747577472, 0, 0, 0.768762318, 0, 0, 0, 0]"
farm1_285_20104429362_16dc5c9afe_b.jpg,0.3,0.325,0.45,0.32948718,"[0.0, 0.038834951456310676, 0.23137378692626953, 0.021052631578947368, 0.23137378692626953, 0.0, 0.0]","[0.4105523459383753, 0.2890278703359099, 0.40963304931042244, 0.2946255498202545]","[0.669123653550581, 0.676441070330726, 0.09484613, 0.237938116, 0, 0, 0, 0, 0, 0]"
farm1_285_20104903315_ef3d2d36b6_b.jpg,0.25,0.4,0.325,0.375,"[1.0, 0.35436893203883496, 0.0974946810944363, 0.4026315789473684, 0.08489516608711567, 0.35, 0.1]","[0.5049156824892119, 0.2516425332346231, 0.5638052793866449, 0.2441075969936136]","[0.683188397572801, 0.730515032685182, 0, 0, 0, 0.377248245, 0, 0, 0, 0]"
farm1_285_20131671522_663aaba194_b.jpg,0.35,0.35,0.425,0.441666667,"[1.0, 0.3300970873786408, 0.13219375, 0.29736842105263156, 0.15683958333333334, 0.4, 1.0]","[0.4541176887421635, 0.26770486865542104, 0.5229404656862745, 0.3122592123672199]","[0.686713182670044, 0.743617272310124, 0, 0, 0, 0, 0, 0, 0, 0]"
farm1_285_20136648828_731a3c2333_b.jpg,0.5,0.525,0.5,0.5,"[1.0, 0.24757281553398058, 0.17687934663250365, 0.1763157894736842, 0.1487234626647145, 0.2, 0.1]","[0.2753080286168521, 0.17969942160118316, 0.3840077510460626, 0.209354529060892]","[0.675737860570137, 0.702248739050694, 0, 0, 0, 0.32735117, 0, 0, 0, 0.952616867]"
farm1_285_20143337699_94ebb3a7f7_b.jpg,0.35,0.425,0.425,0.441666667,"[1.0, 0.1553398058252427, 0.22587618960468522, 0.24473684210526317, 0.06820495516105417, 0.25, 0.9]","[0.35383450677568323, 0.24916460444175323, 0.3741803188607068, 0.2513970178988294]","[0.686713182670044, 0.743617272310124, 0, 0, 0, 0, 0, 0, 0, 0]"
farm1_285_20150941876_05ec3b7f67_b.jpg,0.35,0.475,0.325,0.425,"[1.0, 0.3106796116504854, 0.1073900858561198, 0.29736842105263156, 0.1063092549641927, 0.35, 0.1]","[0.5237155278778177, 0.24842225034047305, 0.5873271618014068, 0.265354262516706]","[0.671244946480306, 0.684796158990444, 0, 0, 0, 0.452141419, 0, 0, 0, 0.840979635]"
farm1_285_20192192581_d63f3ebb0e_b.jpg,0.3,0.375,0.35,0.4,"[1.0, 0.15048543689320387, 0.20193968475475843, 0.3131578947368421, 0.09402309434480234, 0.35, 0.1]","[0.3869561000075706, 0.3142873312069027, 0.41485306341149203, 0.31320859759768865]","[0.68660564060714, 0.74321994693417, 0.2478025, 0.325667934, 0, 0.572191588, 0, 0, 0, 0]"
farm1_285_20192564805_8a6e2331c5_b.jpg,0.35,0.45,0.425,0.425,"[1.0, 0.2912621359223301, 0.12859725952148438, 0.3368421052631579, 0.12539545694986978, 0.4, 0.1]","[0.4493693310657596, 0.25852100527745225, 0.49414093416500715, 0.2530970795674304]","[0.688747081889931, 0.739780303925526, 0, 0, 0, 0.10917872, 0, 0, 0, 0.906159621]"
farm1_285_20207207501_929e7abf7f_b.jpg,0.4,0.475,0.5,0.366666667,"[1.0, 0.25728155339805825, 0.14487011575768668, 0.4421052631578947, 0.059064158583455345, 0.3, 1.0]","[0.5556606764327352, 0.26417486306112764, 0.6029906143689173, 0.2716327743891731]","[0.681557694022699, 0.724396457606486, 0.534674162, 0.797924, 0, 0.991159352, 0, 0, 0.75, 0]"
farm1_285_20212938795_326abf07d9_b.jpg,0.5,0.475,0.6,0.5,"[1.0, 0.17475728155339806, 0.1861030723828697, 0.07368421052631578, 0.3397150668008785, 0.15, 0.1]","[0.536832604663487, 0.1709817984001783, 0.7291178960145551, 0.1869306576570403]","[0.684505877727985, 0.735431746148686, 0, 0, 0, 0.797614207, 0, 0, 0, 0.921457685]"
farm1_285_20265426382_4222e5b277_b.jpg,0.4,0.4,0.25,0.37948718,"[1.0, 0.2621359223300971, 0.19942092895507812, 0.3684210526315789, 0.09871292114257812, 0.3, 0.1]","[0.32805538882219554, 0.23697163242621105, 0.37989816603317755, 0.24144628387757752]","[0.687031824790179, 0.744793649116828, 0.867252084, 0, 0, 0, 0, 0, 0, 0]"
farm1_286_19365589873_a5068b187e_b.jpg,0.35,0.45,0.325,0.275,"[1.0, 0.2815533980582524, 0.15860954733455881, 0.4131578947368421, 0.050452378216911765, 0.4, 0.1]","[0.4181083920054508, 0.20961688295712558, 0.46623954165765574, 0.23409151683533536]","[0.68551509707487, 0.739182291411894, 0.596221212, 0, 0, 0, 0, 0, 0, 0]"
farm1_286_19558385233_a4bb40c8cc_b.jpg,0.3,0.35,0.25,0.32948718,"[1.0, 0.1262135922330097, 0.19017474419247787, 0.21842105263157896, 0.13231989767699115, 0.3, 0.2]","[0.3353542092512681, 0.17758761444657037, 0.36531499549026836, 0.17491784160062468]","[0.66936738838396, 0.677404952147916, 0, 0, 0, 0, 0, 0, 0, 0]"
farm1_286_19560857613_da3c15db14_b.jpg,0.438,0.519,0.469,0.469,"[1.0, 0.15048543689320387, 0.48342274432650073, 0.21842105263157896, 0.1695887284956076, 0.3, 0.8]","[0.6410113369672192, 0.22843258816225662, 0.6818143949792582, 0.23076954721021756]","[0.686528770097999, 0.742935848748566, 0.506867454, 0, 0, 0, 0, 0, 0, 0]"
farm1_286_19807135610_2ccd62f953_b.jpg,0.6,0.575,0.6,0.55,"[1.0, 0.3446601941747573, 0.149810791015625, 0.24736842105263157, 0.10382970174153645, 0.3, 0.1]","[0.6333076015641156, 0.23208933146408206, 0.7353873458563113, 0.21482019286170448]","[0.730054416531857, 0.670497361125682, 0, 0, 0, 0.143864515, 0, 0, 0, 0]"
farm1_286_19918130488_aaab7e7d3e_b.jpg,0.4,0.45,0.4,0.483333334,"[1.0, 0.20388349514563106, 0.24234620927891654, 0.2236842105263158, 0.1586606652635432, 0.3, 0.1]","[0.4046651430842607, 0.16517063677423266, 0.48295516172702607, 0.21004002278386408]","[0.686696006698812, 0.743553823963706, 0.199401706, 0, 0, 0, 0, 0, 0, 0]"
farm1_286_19952746798_e3071f0e97_b.jpg,0.4,0.5,0.45,0.37948718,"[1.0, 0.3058252427184466, 0.10014597574869792, 0.37894736842105264, 0.048183441162109375, 0.3, 0.1]","[0.48633203281312526, 0.2027513438156569, 0.5350550184062883, 0.23074292265148336]","[0.686713182670044, 0.743617272310124, 0, 0, 0, 0.918282077, 0, 0, 0, 0]"
farm1_286_19997035660_0f1e5335d5_b.jpg,0.5,0.5,0.6,0.5,"[1.0, 0.22330097087378642, 0.1298058280109489, 0.24736842105263157, 0.1143077098540146, 0.35, 0.8]","[0.44485294117647056, 0.2507916722521942, 0.4955426204469014, 0.2520857602342477]","[0.680842402201838, 0.721700889018812, 0.377562885, 0, 0, 0, 0, 0, 0, 0]"
farm1_286_20002027351_699f89907c_b.jpg,0.35,0.35,0.425,0.425,"[1.0, 0.1262135922330097, 0.1475123355263158, 0.0868421052631579, 0.1696063482273392, 0.1, 0.1]","[0.5340253331062155, 0.22058775446543225, 0.6098789806035719, 0.2228088681048465]","[0.686412031352895, 0.742504258446172, 0.881600158, 0, 0, 0.073072878, 0, 0, 0, 0]"
farm1_286_20006197019_b2e12c5905_b.jpg,0.45,0.45,0.325,0.508333334,"[1.0, 0.09223300970873786, 0.2383841965592972, 0.10789473684210527, 0.17441863790263543, 0.05, 0.9]","[0.5942463471875237, 0.12097279596475757, 0.6277851249623202, 0.1313524260898213]","[0.68675436074356, 0.74376936927239, 0.729185064, 0, 0, 0, 0, 0, 0, 0]"
farm1_286_20051668656_d3c581a57f_b.jpg,0.4,0.475,0.35,0.37948718,"[1.0, 0.0970873786407767, 0.22780990600585938, 0.20789473684210527, 0.09603373209635417, 0.15, 0.1]","[0.3765181072428972, 0.33468226129861006, 0.39025767706578074, 0.3325376487872442]","[0.699096587364529, 0.710521015443526, 0.72315587, 0, 0, 0, 0, 0, 0, 0]"
farm1_286_20080486956_fcae7a6637_b.jpg,0.45,0.425,0.475,0.475,"[1.0, 0.06796116504854369, 0.41573395177525624, 0.060526315789473685, 0.30346072016837483, 0.1, 0.9]","[0.6941225741793724, 0.20493790303133136, 0.7087901278511038, 0.19860544346328413]","[0.685509100344464, 0.739160045786414, 0, 0, 0, 0, 0, 0, 0, 0]"
farm1_286_20082329279_b740c98447_b.jpg,0.3,0.35,0.4,0.32948718,"[1.0, 0.18932038834951456, 0.17508824666341147, 0.39210526315789473, 0.06849034627278645, 0.45, 0.1]","[0.2701811974789916, 0.21635873953065715, 0.30801781049740856, 0.21902862433616685]","[0.684370531247195, 0.734927726259488, 0, 0, 0.74609375, 0.815190929, 0, 0, 0, 0.934312509]"
farm1_286_20099054571_3436d8e64b_b.jpg,0.4,0.475,0.45,0.45,"[1.0, 0.23786407766990292, 0.15751235064338234, 0.15526315789473685, 0.2638959099264706, 0.5, 0.3]","[0.47394319214172154, 0.1396184626206199, 0.5603904616763985, 0.18683607401537608]","[0.68639389478582, 0.742437190517594, 0.700358064, 0, 0, 0, 0, 0, 0, 0]"
farm1_286_20132223066_4538f157eb_b.jpg,0.3,0.425,0.3,0.32948718,"[1.0, 0.21359223300970873, 0.1416498819986979, 0.16842105263157894, 0.07856241861979167, 0.25, 0.1]","[0.3160966469921302, 0.23153989913112671, 0.4470674302842882, 0.23042525963645472]","[0.686713182670044, 0.743617272310124, 0, 0, 0, 0, 0, 0, 0, 0]"
farm1_286_20155272222_2c5405cd2d_b.jpg,0.45,0.55,0.475,0.475,"[1.0, 0.23300970873786409, 0.19636583628144655, 0.39210526315789473, 0.07111401827830188, 0.3, 0.1]","[0.5124609263995453, 0.215914123110557, 0.5377164358274756, 0.22410106602543342]","[0.688818672945234, 0.739533575689254, 0, 0, 0, 0.705172252, 0, 0, 0, 0]"
farm1_286_20167820236_6dbaf31b4d_b.jpg,0.25,0.291625,0.20825,0.388916667,"[1.0, 0.1262135922330097, 0.1477125, 0.10263157894736842, 0.19242708333333333, 0.1, 0.1]","[0.43528723989595836, 0.14447081224495298, 0.5100564052287582, 0.15162787107667314]","[0.686768337929451, 0.743820990962334, 0.15732233, 0, 0, 0.099184643, 0, 0, 0, 0]"
farm1_286_20190807241_5911dc1f49_b.jpg,0.2,0.375,0.35,0.27948718,"[1.0, 0.28640776699029125, 0.12697474161783853, 0.14473684210526316, 0.13494873046875, 0.2, 0.8]","[0.509203056222489, 0.20373446640897022, 0.6457469316869, 0.2384573675896949]","[0.686713182670044, 0.743617272310124, 0.289222383, 0.280109376, 0, 0, 0, 0, 0, 0.981119792]"
farm1_286_20318688562_65671f7820_b.jpg,0.458,0.458125,0.43725,0.399961539,"[1.0, 0.1796116504854369, 0.2631657210834553, 0.16842105263157894, 0.17360364430819913, 0.2, 0.1]","[0.5210011699290494, 0.2082720101887718, 0.5722612963102518, 0.1959099177060738]","[0.687724156436054, 0.743387875619796, 0, 0, 0, 0, 0, 0, 0, 0]"
farm1_286_20329892315_60570a2694_b.jpg,0.35,0.45,0.275,0.425,"[1.0, 0.22330097087378642, 0.14481735229492188, 0.35, 0.0759442647298177, 0.35, 0.9]","[0.41863766339869285, 0.24692611390475658, 0.4573522779676649, 0.26130889067341395]","[0.688388017261317, 0.74102896832177, 0.145372216, 0, 0, 0.006866881, 0, 0, 0, 0]"
farm1_286_20329949425_709050c259_b.jpg,0.4,0.375,0.35,0.45,"[1.0, 0.23300970873786409, 0.15317161191434847, 0.2868421052631579, 0.1091719665080527, 0.45, 0.1]","[0.34557806230600346, 0.23494620672298272, 0.3859181891094651, 0.241474064875733]","[0.672737728551383, 0.690630778587636, 0.755340986, 0, 0, 0, 0, 0, 0, 0]"
farm1_287_19367250313_71d6962177_b.jpg,0.25,0.325,0.375,0.30448718,"[1.0, 0.46601941747572817, 0.07528278726138032, 0.4763157894736842, 0.06217161114170338, 0.8, 0.1]","[0.43297089105912634, 0.18436509521435313, 0.5115391272836226, 0.2186834106085593]","[0.674611582404227, 0.697903872408232, 0.435757982, 0, 0, 0, 0, 0, 0, 0]"
farm1_287_19469105584_8213b72e29_b.jpg,0.35,0.4,0.375,0.341666667,"[1.0, 0.22330097087378642, 0.29334479090409954, 0.15789473684210525, 0.3034578605417277, 0.45, 0.7]","[0.6306225783726664, 0.29643960489216886, 0.6721755243321706, 0.2900357080931743]","[0.696464138814334, 0.716884742397072, 0.21887599, 0, 0, 0, 0, 0, 0, 0]"
farm1_287_19558549453_5bdc5358a1_b.jpg,0.4,0.425,0.55,0.45,"[1.0, 0.2766990291262136, 0.08753712972005208, 0.18947368421052632, 0.1221923828125, 0.2, 0.1]","[0.45417876882296543, 0.20445231358058025, 0.5725037269342959, 0.2460125784842298]","[0.68664225605123, 0.743355243371, 0.69562868, 0.548210501, 0, 0.534549818, 0, 0, 0, 0]"
farm1_287_19564769524_0a8d54eb3c_b.jpg,0.35,0.35,0.375,0.35448718,"[1.0, 0.0970873786407767, 0.5441273384353742, 0.16052631578947368, 0.19582137542517006, 0.55, 0.1]","[0.17912144024276377, 0.23986278858867985, 0.2090171433156596, 0.25928076396480265]","[0.666734449706345, 0.666937757491324, 0.675391284, 0, 0, 0, 0, 0, 0, 0]"
farm1_287_19645761994_c963fbd0b0_b.jpg,0.45,0.55,0.475,0.475,"[1.0, 0.3155339805825243, 0.11835988362630208, 0.28421052631578947, 0.061815897623697914, 0.25, 0.1]","[0.44045680772308926, 0.23354988607736657, 0.5586714202282476, 0.2753970705573419]","[0.69502577662468, 0.72064302531537, 0, 0, 0, 0, 0, 0, 0, 0]"
farm1_287_19803546249_195da363dc_b.jpg,0.4,0.45,0.4,0.366666667,"[1.0, 0.1553398058252427, 0.26160668545081966, 0.11315789473684211, 0.2226013612412178, 0.4, 0.8]","[0.47873508098891726, 0.35789967279279217, 0.5449176327805713, 0.36805912535338675]","[0.677958862730489, 0.710759836292076, 0, 0, 0, 0, 0, 0, 0, 0]"
farm1_287_19877430559_94961c42ec_b.jpg,0.35,0.45,0.475,0.275,"[1.0, 0.3058252427184466, 0.11173562179721816, 0.3815789473684211, 0.07644925878477306, 0.3, 0.1]","[0.4019063706563707, 0.21737961284708313, 0.4595162038781472, 0.22303907819578953]","[0.680509060352523, 0.720442219441756, 0.075387407, 0, 0, 0.054600291, 0, 0, 0, 0]"
farm1_287_19904511410_9b3947a570_b.jpg,0.4,0.45,0.35,0.366666667,"[1.0, 0.11650485436893204, 0.1979497273763021, 0.060526315789473685, 0.39260228474934894, 0.25, 0.1]","[0.6054109563288403, 0.2805919004870191, 0.6395575230417687, 0.2827040757966403]","[0.68604500020733, 0.741146163657728, 0, 0.360129731, 0, 0.891385661, 0, 0, 0, 0]"
farm1_287_19997077769_9af97226ed_b.jpg,0.3,0.425,0.4,0.416666667,"[1.0, 0.0970873786407767, 0.5423808048825257, 0.29210526315789476, 0.07961350495594714, 0.35, 0.1]","[0.20836243281096223, 0.2684114965751138, 0.2756647182092367, 0.32639705968598703]","[0.693213751105794, 0.725685625000544, 0, 0, 0, 0, 0, 0, 0, 0]"
farm1_287_20002889460_23fe32d12b_b.jpg,0.4,0.4,0.4,0.483333334,"[0.0, 0.038834951456310676, 0.24590174357096353, 0.021052631578947368, 0.24590174357096353, 0.0, 0.0]","[0.3981213318660798, 0.27032657262674215, 0.39975474737828076, 0.27176377252291134]","[0.685006303485094, 0.737293164164646, 0, 0, 0, 0.808586684, 0, 0, 0, 0]"
farm1_287_20090646056_babd29f62b_b.jpg,0.45,0.475,0.525,0.40448718,"[1.0, 0.23300970873786409, 0.1563173985866373, 0.1394736842105263, 0.17464551211453744, 0.2, 0.1]","[0.4122376315391021, 0.2171720342285288, 0.6052191137330483, 0.23459197444113827]","[0.673432721544641, 0.693334831416074, 0, 0, 0, 0, 0, 0, 0, 0.828868776]"
farm1_287_20104967566_f063e3288d_b.jpg,0.35,0.425,0.325,0.35448718,"[1.0, 0.25728155339805825, 0.20179813323572474, 0.1868421052631579, 0.17570118045387995, 0.35, 0.9]","[0.5208917688697101, 0.3121846278926085, 0.6018032413139122, 0.32010354046552636]","[0.671716743796601, 0.6866441598481, 0.857433264, 0, 0, 0, 0, 0, 0, 0]"
farm1_287_20108457312_050323f848_b.jpg,0.35,0.425,0.425,0.341666667,"[1.0, 0.42718446601941745, 0.11587695058517555, 0.41578947368421054, 0.06244666368660598, 0.4, 0.1]","[0.5543719571161798, 0.27191100325482925, 0.6242755574068054, 0.2565186279827327]","[0.6764406033229, 0.704949803859866, 0.353579642, 0, 0, 0.254177513, 0, 0, 0, 0]"
farm1_287_20117885055_0c551f7467_b.jpg,0.35,0.45,0.325,0.475,"[1.0, 0.1796116504854369, 0.1777601116398243, 0.25526315789473686, 0.12765659315519765, 0.3, 0.1]","[0.48237401247924316, 0.21761640445945538, 0.532378610530962, 0.24456557688187913]","[0.689089846948239, 0.738605651794208, 0, 0.726266843, 0, 0.120933962, 0, 0, 0, 0]"
farm1_287_20145115996_9cc55000b3_b.jpg,0.5,0.475,0.6,0.5,"[1.0, 0.07281553398058252, 0.6316943859809663, 0.2631578947368421, 0.08993954749267935, 0.75, 0.1]","[0.14045395185101067, 0.15121759906764223, 0.16354537296708582, 0.17351034578532362]","[0.681175700718742, 0.722957818731732, 0.353049274, 0, 0, 0, 0, 0, 0, 0]"
farm1_287_20166871215_9ae48aff22_b.jpg,0.3,0.35,0.2,0.316666667,"[1.0, 0.16019417475728157, 0.3502604166666667, 0.33421052631578946, 0.08055962456597222, 0.4, 0.1]","[0.2652148248680003, 0.24557140176054512, 0.29698467711737475, 0.2636810230114622]","[0.678415716966845, 0.712501373175676, 0.470561419, 0, 0, 0.738115524, 0, 0, 0, 0]"
farm1_287_20175646151_334ba06675_b.jpg,0.55,0.65,0.475,0.558333334,"[1.0, 0.2087378640776699, 0.21108682983682983, 0.14473684210526316, 0.21417249417249418, 0.3, 0.9]","[0.49279341736694676, 0.2646198728570419, 0.5771275081128022, 0.30881675001790165]","[0.674278528569266, 0.696615247482282, 0, 0, 0, 0, 0, 0, 0, 0]"
farm1_287_20187280442_8337e47cf9_b.jpg,0.2,0.3,0.25,0.27948718,"[1.0, 0.09223300970873786, 0.3403921127319336, 0.07894736842105263, 0.2866363525390625, 0.1, 0.1]","[0.5804002851140456, 0.17568561571446267, 0.6051417930453431, 0.1706146972895536]","[0.686568522958406, 0.743082777041572, 0, 0.389370403, 0, 0, 0, 0, 0, 0.96875]"
farm1_287_20198499995_1245d7402a_b.jpg,0.35,0.35,0.275,0.458333334,"[1.0, 0.10194174757281553, 0.47623443603515625, 0.06578947368421052, 0.4276466369628906, 0.15, 0.1]","[0.3607946303521409, 0.2405546326929818, 0.39262542350619445, 0.2460025799286465]","[0.682423070977968, 0.727648031591284, 0, 0, 0, 0, 0, 0, 0, 0.886067708]"
farm1_287_20205812381_e88e4ed07c_b.jpg,0.375,0.3875,0.3875,0.4375,"[1.0, 0.16990291262135923, 0.39307708333333335, 0.5394736842105263, 0.04510625, 0.5, 0.8]","[0.24517781944992761, 0.23879944632688288, 0.3218922549019608, 0.3142475968532108]","[0.677676346910701, 0.709681330820812, 0, 0, 0, 0, 0, 0, 0, 0]"
farm1_288_19455131443_057965dc5a_b.jpg,0.4,0.425,0.35,0.45,"[1.0, 0.18932038834951456, 0.1875330607096354, 0.24473684210526317, 0.09420267740885417, 0.35, 0.1]","[0.36548702814459116, 0.2022351766519908, 0.42185719807942706, 0.21703366759186307]","[0.678448224115019, 0.712625173486004, 0, 0, 0, 0, 0, 0, 0, 0]"
farm1_288_19911924160_da427beafd_b.jpg,0.6,0.6,0.6,0.55,"[1.0, 0.20388349514563106, 0.23703405654325513, 0.1631578947368421, 0.10919887509164222, 0.15, 0.1]","[0.44102695132106895, 0.18981798233331856, 0.5091653347097637, 0.19275567654831963]","[0.674185049883393, 0.696253253214488, 0, 0, 0, 0, 0, 0, 0, 0]"
farm1_288_19996381880_b990321009_b.jpg,0.4,0.475,0.55,0.37948718,"[1.0, 0.21359223300970873, 0.21149571736653647, 0.37105263157894736, 0.06147638956705729, 0.25, 0.9]","[0.3385495865012672, 0.21586977393971737, 0.37958423390108, 0.23870101702208807]","[0.685134388247955, 0.73776906041543, 0.677286373, 0, 0, 0.656886622, 0, 0, 0, 0]"
farm1_288_19998020518_541f482344_b.jpg,0.5,0.575,0.55,0.42948718,"[1.0, 0.2766990291262136, 0.22612126668294272, 0.45263157894736844, 0.07175064086914062, 0.45, 0.9]","[0.34549757402961184, 0.2400024062360428, 0.42239279653511796, 0.2909307398661872]","[0.686713182670044, 0.743617272310124, 0.362129517, 0.127167119, 0, 0.792343606, 0, 0, 0, 0]"
farm1_288_20075936271_b1d730b31d_b.jpg,0.25,0.35,0.425,0.391666667,"[1.0, 0.15048543689320387, 0.2694714864095052, 0.060526315789473685, 0.4051500956217448, 0.25, 0.1]","[0.5614124816593303, 0.1625712187921523, 0.6372532913108278, 0.17437210313950322]","[0.69151152756954, 0.730760774013764, 0.935731066, 0, 0, 0, 0, 0, 0, 0]"
farm1_288_20079058210_f394b4bcaf_b.jpg,0.35,0.375,0.425,0.35448718,"[1.0, 0.3737864077669903, 0.11740899378028771, 0.3447368421052632, 0.12306826420422025, 0.5, 0.1]","[0.41976906147074217, 0.22471167092296895, 0.5086673819373211, 0.22998835427437098]","[0.68371110917275, 0.732468558978196, 0.331189944, 0.536512017, 0, 0, 0, 0, 0, 0]"
farm1_288_20082068150_bf3171df04_b.jpg,0.3,0.3,0.25,0.4,"[1.0, 0.12135922330097088, 0.22108004385964913, 0.33421052631578946, 0.0606339661001462, 0.4, 0.1]","[0.22577409342115223, 0.1555358545052812, 0.26638026544225146, 0.1523700037940526]","[0.681762994656489, 0.7251688011757, 0, 0, 0, 0.665210473, 0, 0, 0, 0]"
farm1_288_20164652986_70ab2d2e13_b.jpg,0.5,0.5,0.65,0.42948718,"[1.0, 0.009708737864077669, 0.9187263781342183, 0.03684210526315789, 0.6386185817662242, 0.35, 0.8]","[0.030553505185858126, 0.10675094192618462, 0.04190435957292209, 0.13584797618299385]","[0.686858110623403, 0.74415248651286, 0.306302764, 0, 0, 0.094405701, 0, 0, 0, 0.79543533]"
farm1_288_20186039865_2e41e04580_b.jpg,0.5,0.5,0.5,0.5,"[1.0, 0.2669902912621359, 0.11109670003255208, 0.21052631578947367, 0.162689208984375, 0.4, 0.3]","[0.4542728836501043, 0.2600413719265004, 0.5194845311781939, 0.2659244495308283]","[0.687652931966488, 0.743644925473456, 0.663240958, 0.277211806, 0, 0, 0, 0, 0, 0.7443086]"
farm1_288_20207021821_d07f3305f5_b.jpg,0.55,0.475,0.475,0.45448718,"[0.5, 0.10679611650485436, 0.13477706350658858, 0.10526315789473684, 0.10105205664348463, 0.05, 0.9]","[0.46243091831327127, 0.27137705490581093, 0.48502462867467633, 0.2904817973226803]","[0.681262812912436, 0.723286075972796, 0.847792688, 0, 0, 0, 0, 0, 0, 0]"
farm1_288_20218571861_392e702708_b.jpg,0.45,0.55,0.425,0.40448718,"[1.0, 0.6456310679611651, 0.04833197977672035, 0.5631578947368421, 0.045433748169838944, 0.65, 0.1]","[0.5333103849647968, 0.2720597015335933, 0.6290931181907243, 0.2821911589690331]","[0.671640334422722, 0.686345118697968, 0, 0, 0, 0, 0, 0, 0, 0]"
farm1_288_20332755355_d429348605_b.jpg,0.5,0.475,0.6,0.42948718,"[1.0, 0.13592233009708737, 0.2786907311104313, 0.07894736842105263, 0.21282655246252677, 0.15, 0.9]","[0.47334511507305627, 0.2007549028526772, 0.5754464218235474, 0.26058027868843464]","[0.675969727128043, 0.703140778678714, 0.203748717, 0, 0.221173551, 0.364932292, 0, 0, 0, 0]"
farm1_289_19491919584_ee3998ff3c_b.jpg,0.35,0.45,0.425,0.441666667,"[1.0, 0.3446601941747573, 0.23014940693430658, 0.5473684210526316, 0.036533416970802916, 0.45, 0.3]","[0.37217806041335455, 0.2744885203869042, 0.4675576349380993, 0.3348895668980737]","[0.671855791243419, 0.687188099122758, 0, 0, 0, 0, 0, 0, 0, 0]"
farm1_289_19542039953_1c827fc615_b.jpg,0.292,0.375125,0.396,0.409916667,"[1.0, 0.20388349514563106, 0.146858986090776, 0.3, 0.08606904282576867, 0.3, 0.1]","[0.4685479597244303, 0.27281697376573566, 0.5121887772999024, 0.2782081018216668]","[0.672156679384098, 0.688364055735984, 0, 0.913872752, 0, 0, 0, 0, 0, 0]"
farm1_289_19554939154_38bdaafb63_b.jpg,0.45,0.425,0.525,0.508333334,"[1.0, 0.33980582524271846, 0.09902891085914454, 0.3131578947368421, 0.09089665145648967, 0.35, 0.8]","[0.3831213566507684, 0.237249084276778, 0.44732080481989994, 0.25934436667962135]","[0.676776702243397, 0.706238971924134, 0, 0, 0, 0, 0, 0, 0, 0.804956867]"
farm1_289_19571821054_8b522a8939_b.jpg,0.5,0.4,0.4,0.566666667,"[0.0, 0.038834951456310676, 0.2399311065673828, 0.021052631578947368, 0.2399311065673828, 0.0, 0.0]","[0.35684648859543816, 0.2311338765377875, 0.35709525089637906, 0.2342006474360666]","[0.685462360818095, 0.738986643356922, 0.441478316, 0, 0, 0, 0, 0, 0, 0]"
farm1_289_19705645413_2550e00f83_b.jpg,0.35,0.5,0.425,0.275,"[1.0, 0.32524271844660196, 0.17185355280014641, 0.2131578947368421, 0.1389049345717423, 0.5, 0.7]","[0.4725814312211371, 0.24379136581893548, 0.6124566794598513, 0.2737652126604582]","[0.672365797716192, 0.689180477393832, 0.227743044, 0, 0, 0, 0, 0, 0, 0]"
farm1_289_19914681979_eb22116336_b.jpg,0.5,0.575,0.45,0.516666667,"[1.0, 0.2961165048543689, 0.16307449899341142, 0.5263157894736842, 0.06444597593338214, 0.65, 0.1]","[0.37454397926835403, 0.2582892169552638, 0.4482351337542704, 0.30038830254788756]","[0.691462210557101, 0.730912988620978, 0, 0.286956824, 0, 0, 0, 0, 0, 0]"
farm1_289_19975322878_d362364d3a_b.jpg,0.35,0.45,0.425,0.35448718,"[1.0, 0.3640776699029126, 0.10918340501464129, 0.4842105263157895, 0.06455893118594436, 0.45, 0.1]","[0.5027180804754334, 0.2276333467175104, 0.54707893623683, 0.2309488140274648]","[0.684452985056278, 0.73523480717147, 0.226289766, 0, 0, 0, 0, 0, 0, 0]"
farm1_289_19989412858_8983e2b8b6_b.jpg,0.25,0.325,0.125,0.375,"[1.0, 0.0825242718446602, 0.573749193399705, 0.35789473684210527, 0.08680603567477876, 0.45, 1.0]","[0.1433771481565599, 0.15528336600961776, 0.16764263042975303, 0.1703009764798764]","[0.686941327848895, 0.744459682114404, 0.740546469, 0, 0, 0, 0, 0, 0, 0.866937212]"
farm1_289_20004689220_e5dfc373cd_b.jpg,0.3,0.275,0.35,0.4,"[1.0, 0.21359223300970873, 0.12710758782679737, 0.17894736842105263, 0.15002936070261438, 0.25, 0.1]","[0.4272774378207659, 0.18369415187531407, 0.4731774087290145, 0.18816806005426165]","[0.68497437600947, 0.737174504323718, 0, 0, 0, 0, 0, 0, 0, 0.865722656]"
farm1_289_20020778848_9bb8e60b74_b.jpg,0.6,0.6,0.6,0.6,"[1.0, 0.2669902912621359, 0.08803081512451172, 0.17894736842105263, 0.21505069732666016, 0.3, 0.9]","[0.5312331182472989, 0.20487824221693585, 0.6431886149387733, 0.26688388969214355]","[0.685703129122875, 0.739879579271028, 0.566453567, 0, 0, 0.515631446, 0, 0, 0, 0]"
